Region,Region_Name,CL_Category,Exc,Percentage,Count
Class I Areas,Acadia NP,A (Min Min),-12,0,0
Class I Areas,Acadia NP,A (Min Min),-11,0,0
Class I Areas,Acadia NP,A (Min Min),-10,0,0
Class I Areas,Acadia NP,A (Min Min),-9,0,0
Class I Areas,Acadia NP,A (Min Min),-8,0,0
Class I Areas,Acadia NP,A (Min Min),-7,0,0
Class I Areas,Acadia NP,A (Min Min),-6,0,0
Class I Areas,Acadia NP,A (Min Min),-5,0,0
Class I Areas,Acadia NP,A (Min Min),-4,0.722338131,412
Class I Areas,Acadia NP,A (Min Min),-3,0,0
Class I Areas,Acadia NP,A (Min Min),-2,7.561758157,4313
Class I Areas,Acadia NP,A (Min Min),-1,0,0
Class I Areas,Acadia NP,A (Min Min),0,91.23376054,52037
Class I Areas,Acadia NP,A (Min Min),1,0.201623508,115
Class I Areas,Acadia NP,A (Min Min),2,0.280519663,160
Class I Areas,Acadia NP,A (Min Min),3,0,0
Class I Areas,Acadia NP,A (Min Min),4,0,0
Class I Areas,Acadia NP,A (Min Min),5,0,0
Class I Areas,Acadia NP,A (Min Min),6,0,0
Class I Areas,Acadia NP,A (Min Min),7,0,0
Class I Areas,Acadia NP,A (Min Min),8,0,0
Class I Areas,Acadia NP,A (Min Min),9,0,0
Class I Areas,Acadia NP,A (Min Min),10,0,0
Class I Areas,Acadia NP,A (Min Min),11,0,0
Class I Areas,Acadia NP,A (Min Min),12,0,0
Class I Areas,Acadia NP,A (Min Min),13,0,0
Class I Areas,Acadia NP,A (Min Min),14,0,0
Class I Areas,Acadia NP,A (Min Min),15,0,0
Class I Areas,Acadia NP,A (Min Min),16,0,0
Class I Areas,Acadia NP,A (Min Min),17,0,0
Class I Areas,Acadia NP,B (Max Min),-15,80.56524712,45952
Class I Areas,Acadia NP,B (Max Min),-14,3.813314164,2175
Class I Areas,Acadia NP,B (Max Min),-13,0.201623508,115
Class I Areas,Acadia NP,B (Max Min),-12,0.280519663,160
Class I Areas,Acadia NP,B (Max Min),-11,1.446429511,825
Class I Areas,Acadia NP,B (Max Min),-10,0,0
Class I Areas,Acadia NP,B (Max Min),-9,0,0
Class I Areas,Acadia NP,B (Max Min),-8,5.187860512,2959
Class I Areas,Acadia NP,B (Max Min),-7,0,0
Class I Areas,Acadia NP,B (Max Min),-6,0.918701895,524
Class I Areas,Acadia NP,B (Max Min),-5,0,0
Class I Areas,Acadia NP,B (Max Min),-4,0,0
Class I Areas,Acadia NP,B (Max Min),-3,0,0
Class I Areas,Acadia NP,B (Max Min),-2,7.582797132,4325
Class I Areas,Acadia NP,B (Max Min),-1,0,0
Class I Areas,Acadia NP,B (Max Min),0,0.003506496,2
Class I Areas,Acadia NP,B (Max Min),1,0,0
Class I Areas,Acadia NP,B (Max Min),2,0,0
Class I Areas,Acadia NP,B (Max Min),3,0,0
Class I Areas,Acadia NP,B (Max Min),4,0,0
Class I Areas,Acadia NP,B (Max Min),5,0,0
Class I Areas,Acadia NP,B (Max Min),6,0,0
Class I Areas,Acadia NP,B (Max Min),7,0,0
Class I Areas,Acadia NP,B (Max Min),8,0,0
Class I Areas,Acadia NP,B (Max Min),9,0,0
Class I Areas,Acadia NP,B (Max Min),10,0,0
Class I Areas,Acadia NP,B (Max Min),11,0,0
Class I Areas,Acadia NP,B (Max Min),12,0,0
Class I Areas,Acadia NP,B (Max Min),13,0,0
Class I Areas,Acadia NP,B (Max Min),14,0,0
Class I Areas,Acadia NP,B (Max Min),15,0,0
Class I Areas,Acadia NP,B (Max Min),16,0,0
Class I Areas,Acadia NP,C (Max Max),-23,84.37856128,48127
Class I Areas,Acadia NP,C (Max Max),-22,0,0
Class I Areas,Acadia NP,C (Max Max),-21,0.201623508,115
Class I Areas,Acadia NP,C (Max Max),-20,0.280519663,160
Class I Areas,Acadia NP,C (Max Max),-19,0,0
Class I Areas,Acadia NP,C (Max Max),-18,0,0
Class I Areas,Acadia NP,C (Max Max),-17,0,0
Class I Areas,Acadia NP,C (Max Max),-16,0,0
Class I Areas,Acadia NP,C (Max Max),-15,6.634290022,3784
Class I Areas,Acadia NP,C (Max Max),-14,0,0
Class I Areas,Acadia NP,C (Max Max),-13,0,0
Class I Areas,Acadia NP,C (Max Max),-12,0.918701895,524
Class I Areas,Acadia NP,C (Max Max),-11,0,0
Class I Areas,Acadia NP,C (Max Max),-10,7.582797132,4325
Class I Areas,Acadia NP,C (Max Max),-9,0,0
Class I Areas,Acadia NP,C (Max Max),-8,0,0
Class I Areas,Acadia NP,C (Max Max),-7,0.003506496,2
Class I Areas,Acadia NP,C (Max Max),-6,0,0
Class I Areas,Acadia NP,C (Max Max),-5,0,0
Class I Areas,Acadia NP,C (Max Max),-4,0,0
Class I Areas,Acadia NP,C (Max Max),-3,0,0
Class I Areas,Acadia NP,C (Max Max),-2,0,0
Class I Areas,Acadia NP,C (Max Max),-1,0,0
Class I Areas,Acadia NP,C (Max Max),0,0,0
Class I Areas,Acadia NP,C (Max Max),1,0,0
Class I Areas,Acadia NP,C (Max Max),2,0,0
Class I Areas,Acadia NP,C (Max Max),3,0,0
Class I Areas,Acadia NP,C (Max Max),4,0,0
Class I Areas,Acadia NP,C (Max Max),5,0,0
Class I Areas,Acadia NP,C (Max Max),6,0,0
Class I Areas,Acadia NP,C (Max Max),7,0,0
Class I Areas,Acadia NP,C (Max Max),8,0,0
Class I Areas,Acadia NP,C (Max Max),9,0,0
Class I Areas,Acadia NP,C (Max Max),10,0,0
Class I Areas,Acadia NP,D (Min Max),-20,0,0
Class I Areas,Acadia NP,D (Min Max),-19,0,0
Class I Areas,Acadia NP,D (Min Max),-18,0,0
Class I Areas,Acadia NP,D (Min Max),-17,0,0
Class I Areas,Acadia NP,D (Min Max),-16,0,0
Class I Areas,Acadia NP,D (Min Max),-15,0,0
Class I Areas,Acadia NP,D (Min Max),-14,0,0
Class I Areas,Acadia NP,D (Min Max),-13,0,0
Class I Areas,Acadia NP,D (Min Max),-12,0,0
Class I Areas,Acadia NP,D (Min Max),-11,0,0
Class I Areas,Acadia NP,D (Min Max),-10,7.560004909,4312
Class I Areas,Acadia NP,D (Min Max),-9,0.722338131,412
Class I Areas,Acadia NP,D (Min Max),-8,0,0
Class I Areas,Acadia NP,D (Min Max),-7,0.02454547,14
Class I Areas,Acadia NP,D (Min Max),-6,0,0
Class I Areas,Acadia NP,D (Min Max),-5,0,0
Class I Areas,Acadia NP,D (Min Max),-4,8.501499027,4849
Class I Areas,Acadia NP,D (Min Max),-3,23.67585953,13504
Class I Areas,Acadia NP,D (Min Max),-2,59.04062275,33675
Class I Areas,Acadia NP,D (Min Max),-1,0.03331171,19
Class I Areas,Acadia NP,D (Min Max),0,0.441818469,252
Class I Areas,Acadia NP,D (Min Max),1,0,0
Class I Areas,Acadia NP,D (Min Max),2,0,0
Class I Areas,Acadia NP,D (Min Max),3,0,0
Class I Areas,Acadia NP,D (Min Max),4,0,0
Class I Areas,Acadia NP,D (Min Max),5,0,0
Class I Areas,Acadia NP,D (Min Max),6,0,0
Class I Areas,Acadia NP,D (Min Max),7,0,0
Class I Areas,Acadia NP,D (Min Max),8,0,0
Class I Areas,Acadia NP,D (Min Max),9,0,0
Class I Areas,Acadia NP,D (Min Max),10,0,0
Class I Areas,Acadia NP,D (Min Max),11,0,0
Class I Areas,Acadia NP,D (Min Max),12,0,0
Class I Areas,Acadia NP,D (Min Max),13,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-12,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-11,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-10,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-9,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-8,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-7,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-6,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-5,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-4,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-3,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-2,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),-1,0.000196963,7
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),0,15.8845063,564529
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),1,6.63592162,235838
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),2,47.04251033,1671872
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),3,29.1012842,1034248
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),4,1.335580592,47466
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),5,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),6,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),7,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),8,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),9,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),10,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),11,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),12,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),13,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),14,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),15,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),16,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),17,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-15,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-14,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-13,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-12,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-11,0.152562212,5422
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-10,13.43571678,477500
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-9,61.24852277,2176748
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-8,23.77350899,844901
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-7,0.016488649,586
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-6,0.008019224,285
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-5,1.133918221,40299
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-4,0.152562212,5422
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-3,0.023213542,825
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-2,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),-1,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),0,0.049240847,1750
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),1,0.006218416,221
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),2,2.81376E-05,1
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),3,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),4,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),5,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),6,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),7,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),8,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),9,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),10,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),11,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),12,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),13,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),14,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),15,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),16,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-23,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-22,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-21,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-20,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-19,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-18,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-17,0.216040698,7678
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-16,6.482318315,230379
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-15,63.56855451,2259201
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-14,27.92234578,992349
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-13,1.003106394,35650
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-12,0.652849216,23202
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-11,0.099297685,3529
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-10,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-9,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-8,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-7,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-6,0.000112551,4
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-5,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-4,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-3,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-2,0.000675303,24
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),-1,0.048565544,1726
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),0,0.006134003,218
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),1,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),2,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),3,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),4,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),5,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),6,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),7,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),8,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),9,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),10,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-20,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-19,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-18,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-17,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-16,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-15,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-14,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-13,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-12,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-11,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-10,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-9,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-8,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-7,0.000168826,6
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-6,2.81376E-05,1
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-5,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-4,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-3,4.438766897,157752
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-2,7.525914754,267468
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),-1,50.58793571,1797875
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),0,36.85325665,1309750
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),1,0.593929026,21108
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),2,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),3,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),4,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),5,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),6,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),7,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),8,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),9,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),10,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),11,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),12,0,0
Class I Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),13,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-12,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-11,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-10,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-9,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-8,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-7,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-6,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-5,25,1
Class I Areas,Brigantine Wilderness,A (Min Min),-4,75,3
Class I Areas,Brigantine Wilderness,A (Min Min),-3,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-2,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),-1,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),0,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),1,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),2,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),3,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),4,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),5,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),6,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),7,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),8,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),9,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),10,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),11,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),12,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),13,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),14,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),15,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),16,0,0
Class I Areas,Brigantine Wilderness,A (Min Min),17,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-15,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-14,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-13,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-12,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-11,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-10,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-9,25,1
Class I Areas,Brigantine Wilderness,B (Max Min),-8,75,3
Class I Areas,Brigantine Wilderness,B (Max Min),-7,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-6,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-5,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-4,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-3,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-2,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),-1,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),0,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),1,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),2,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),3,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),4,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),5,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),6,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),7,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),8,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),9,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),10,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),11,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),12,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),13,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),14,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),15,0,0
Class I Areas,Brigantine Wilderness,B (Max Min),16,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-23,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-22,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-21,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-20,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-19,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-18,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-17,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-16,100,4
Class I Areas,Brigantine Wilderness,C (Max Max),-15,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-14,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-13,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-12,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-11,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-10,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-9,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-8,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-7,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-6,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-5,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-4,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-3,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-2,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),-1,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),0,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),1,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),2,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),3,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),4,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),5,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),6,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),7,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),8,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),9,0,0
Class I Areas,Brigantine Wilderness,C (Max Max),10,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-20,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-19,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-18,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-17,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-16,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-15,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-14,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-13,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-12,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-11,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-10,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-9,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-8,100,4
Class I Areas,Brigantine Wilderness,D (Min Max),-7,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-6,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-5,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-4,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-3,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-2,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),-1,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),0,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),1,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),2,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),3,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),4,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),5,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),6,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),7,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),8,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),9,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),10,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),11,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),12,0,0
Class I Areas,Brigantine Wilderness,D (Min Max),13,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-12,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-11,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-10,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-9,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-8,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-7,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-6,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-5,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-4,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-3,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-2,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),-1,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),0,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),1,0.317958099,146
Class I Areas,Dolly Sods Wilderness,A (Min Min),2,3.798074829,1744
Class I Areas,Dolly Sods Wilderness,A (Min Min),3,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),4,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),5,15.98937236,7342
Class I Areas,Dolly Sods Wilderness,A (Min Min),6,79.89459471,36686
Class I Areas,Dolly Sods Wilderness,A (Min Min),7,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),8,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),9,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),10,0,0
Class I Areas,Dolly Sods Wilderness,A (Min Min),11,0,0
